full_name,price_thb,description,make,engine_cc,horsepower_hp,gears,fuel_type,engine,brakes,drive,year,series,type
นิสสัน Nissan Navara King Cab E 6MT ปี 2024,"699,000 บาท",Nissan Navara King Cab E 6MT รถปิกอัพไฮเทคไฟหน้า Halogen กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซล YS23DDT 2.3 ลิตร 4 สูบ เทอร์โบแปรผัน ให้พลังสูงสุด 160 แรงม้า และแรงบิด 403 นิวตันเมตร ที่ทรงพลังพร้อมทุกการบรรทุกหนัก,Nissan,2298,160,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2024,Navara King Cab E 6MT,Pickup
นิสสัน Nissan Navara Single Cab SL 6MT 4WD ปี 2024,"669,000 บาท","Nissan Navara Single Cab SL 6MT 4WD รถกระบะที่กล้า…ท้าทายทุกงานหนัก ยืนหนึ่งด้วยการบรรทุกหนัก และความแข็งแกร่งทนทานทางเลือกสำหรับธุรกิจ พื้นที่ท้ายกระบะที่กว้างขวาง สามารถรองรับน้ำหนักได้ถึง 1,090 กิโลกรัม กว้างขวางสะดวกสบาย เครื่องยนต์ดีเซล YS23DDT 2.3 ลิตร 4 สูบ เทอร์โบแปรผัน ให้พลังสูงสุด 160 แรงม้า และแรงบิด 403 นิวตันเมตร ที่ทรงพลังพร้อมทุกการบรรทุกหนัก รองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2298,160,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , B7 , B10 , B20","YD23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์กำลังสูงสุด 160 แรงม้า (Ps) และแรงบิด 403 นิวตันเมตร (Nm) Euro5",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนสี่ล้อ (พร้อมระบบล็แกเฟืองท้ายไฟฟ้า),2024,Navara Single Cab SL 6MT 4WD,Pickup
นิสสัน Nissan Navara King Cab SL 6MT ปี 2024,"659,000 บาท",Nissan Navara King Cab SL 6MT รถปิกอัพไฮเทคไฟหน้า Halogen กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซล YS23DDT 2.3 ลิตร 4 สูบ เทอร์โบแปรผัน ให้พลังสูงสุด 160 แรงม้า และแรงบิด 403 นิวตันเมตร ที่ทรงพลังพร้อมทุกการบรรทุกหนัก,Nissan,2298,160,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2024,Navara King Cab SL 6MT,Pickup
นิสสัน Nissan Navara Single Cab SL 6MT ปี 2024,"595,000 บาท","Nissan Navara Single Cab SL 6MT รถกระบะที่กล้า…ท้าทายทุกงานหนัก ยืนหนึ่งด้วยการบรรทุกหนัก และความแข็งแกร่งทนทานทางเลือกสำหรับธุรกิจ พื้นที่ท้ายกระบะที่กว้างขวาง สามารถรองรับน้ำหนักได้ถึง 1,090 กิโลกรัม กว้างขวางสะดวกสบาย เครื่องยนต์ดีเซล YS23DDT 2.3 ลิตร 4 สูบ เทอร์โบแปรผัน ให้พลังสูงสุด 160 แรงม้า และแรงบิด 403 นิวตันเมตร ที่ทรงพลังพร้อมทุกการบรรทุกหนัก รองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2298,160,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , B7 , B10 , B20","YD23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์กำลังสูงสุด 160 แรงม้า (Ps) และแรงบิด 403 นิวตันเมตร (Nm) Euro5",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2024,Navara Single Cab SL 6MT,Pickup
นิสสัน Nissan Navara Double Cab PRO-4X 4WD 7AT ปี 2022,"1,160,000 บาท","นิสสัน นาวารา Double Cab PRO-4X 4WD 7AT มาพร้อมเครื่องยนต์รุ่น YS23DDTT ขนาด 2.3 ลิตร 4 สูบเรียง DOHC ทวินเทอร์โบ ให้พลังแรงสูงสุด 190 แรงม้า (Ps) และแรงบิด 450 นิวตัน-เมตร (Nm) ระบบเกียร์อัตโนมัติ 7 สปีด (7AT) พร้อมโหมดขับขี่แบบแมนนวล (M mode) ทำให้ได้ทั้งพละกำลังและสมรรถนะในการขับขี่ ที่ควบคู่ไปกับอัตราการสิ้นเปลืองน้ำมันที่ดียิ่งขึ้น โดยรองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , B7 , B10 , B20",เครื่องยนต์ YS23DDTT เครื่องยนต์ดีเซล 4 สูบ แถวเรียง 16 วาล์ว เทอร์โบคู่แปรผัน (VGS) อินเตอร์คูลเลอร์,มี (พร้อม EBD และ BA),ขับเคลื่อนสี่ล้อ Part Time (พร้อม Shift-on-the-fly),2022,Navara Double Cab PRO-4X 4WD 7AT,Pickup
นิสสัน Nissan Navara Double Cab PRO-2X 2WD 7AT ปี 2022,"1,030,000 บาท","นิสสัน นาวารา Double Cab PRO-2X 7AT มาพร้อมเครื่องยนต์รุ่น YS23DDTT ขนาด 2.3 ลิตร 4 สูบเรียง DOHC ทวินเทอร์โบ ให้พลังแรงสูงสุด 190 แรงม้า (Ps) และแรงบิด 450 นิวตัน-เมตร (Nm) ระบบเกียร์อัตโนมัติ 7 สปีด (7AT) พร้อมโหมดขับขี่แบบแมนนวล (M mode) ทำให้ได้ทั้งพละกำลังและสมรรถนะในการขับขี่ ที่ควบคู่ไปกับอัตราการสิ้นเปลืองน้ำมันที่ดียิ่งขึ้น โดยรองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , B7 , B10 , B20",เครื่องยนต์ YS23DDTT เครื่องยนต์ดีเซล 4 สูบ แถวเรียง 16 วาล์ว เทอร์โบคู่แปรผัน (VGS) อินเตอร์คูลเลอร์,มี (พร้อม EBD และ BA),ขับเคลื่อนล้อหลัง,2022,Navara Double Cab PRO-2X 2WD 7AT,Pickup
นิสสัน Nissan Navara 70th Anniversary ปี 2022,"944,000 บาท",Nissan Navara 70th Anniversary รถยนต์รุ่นพิเศษนี้ผลิตขึ้นในจำนวนจำกัดโดยจะมีแถบสติกเกอร์ตกแต่งพิเศษที่สะท้อนความภูมิใจของนิสสัน ตกแต่งทั้งทางกระโปรงหน้า และกระจกมองข้าง โลโก้ 70 ปีด้านท้ายรถ และชุดพรมพร้อมยางปูพื้น  นิสสันผลิตรุ่นพิเศษฉลอง 70 ปีนี้ ในจำนวนจำกัด เพื่อขอบคุณ และเปิดให้ลูกค้าได้มีส่วนร่วมในการฉลองโอกาสพิเศษ และความผูกพันระหว่างนิสสัน และลูกค้าชาวไทยตลอด 7 ทศวรรษที่ผ่านมา,Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara 70th Anniversary,Pickup
นิสสัน Nissan Navara Double Cab Calibre E 7AT Black Edition ปี 2022,"934,000 บาท","Nissan Navara Double Cab CALIBRE E 7AT Black Edition รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 190 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 450 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์ธรรมดา 6 สปีด",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara Double Cab Calibre E 7AT Black Edition,Pickup
นิสสัน Nissan Navara Double Cab Calibre E 7AT ปี 2022,"899,000 บาท","Nissan Navara Double Cab CALIBRE E 7AT รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 190 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 450 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์อัตโนมัติ 7 สปีด พร้อมระบบควบคุมเสถียรภาพการทรงตัว (VDC) เฟืองท้ายแบบลิมิเต็ดสลิป (LSD) ระบบช่วยการออกตัวขณะอยู่บนทางลาดชัน (HSA) และระบบช่วยควบคุมความเร็วขณะลงทางลาดชัน (HDC) ช่วยเพิ่มสมรรถนะและความปลอดภัยในขณะขับขี่ทั้งแบบทั่วไป",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara Double Cab Calibre E 7AT,Pickup
นิสสัน Nissan Navara King Cab Calibre V 7AT ปี 2022,"889,000 บาท","Nissan Navara King Cab CALIBRE V 7AT รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 190 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์อัตโนมัติ 7 6 สปีด",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab Calibre V 7AT,Pickup
นิสสัน Nissan Navara Double Cab Calibre E 6MT Black Edition ปี 2022,"884,000 บาท","Nissan Navara Double Cab CALIBRE E 6MT Black Edition รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์ธรรมดา 6 สปีด",Nissan,2298,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara Double Cab Calibre E 6MT Black Edition,Pickup
นิสสัน Nissan Navara King Cab Calibre E 7AT Black Edition ปี 2022,"849,000 บาท","Nissan Navara King Cab CALIBRE E 7AT Black Edition รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 190 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 450 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์อัตโนมัติ 7 สปีด",Nissan,2298,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab Calibre E 7AT Black Edition,Pickup
นิสสัน Nissan Navara Double Cab Calibre E 6MT ปี 2022,"849,000 บาท","Nissan Navara Double Cab CALIBRE E 6MT รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์ธรมมดา 6 สปีด พร้อมระบบควบคุมเสถียรภาพการทรงตัว (VDC) เฟืองท้ายแบบลิมิเต็ดสลิป (LSD) ระบบช่วยการออกตัวขณะอยู่บนทางลาดชัน (HSA) และระบบช่วยควบคุมความเร็วขณะลงทางลาดชัน (HDC) ช่วยเพิ่มสมรรถนะและความปลอดภัยในขณะขับขี่ทั้งแบบทั่วไป",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara Double Cab Calibre E 6MT,Pickup
นิสสัน Nissan Navara King Cab Calibre E 7AT ปี 2022,"815,000 บาท","Nissan Navara King Cab CALIBRE E 7AT รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 190 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 450 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์อัตโนมัติ 7 6 สปีด",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDTT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab Calibre E 7AT,Pickup
นิสสัน Nissan Navara King Cab Calibre E 6MT Black Edition ปี 2022,"799,000 บาท","Nissan Navara King Cab CALIBRE E 6MT Black Edition รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์ธรรมดา 6 สปีด",Nissan,2298,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab Calibre E 6MT Black Edition,Pickup
นิสสัน Nissan Navara King Cab Calibre E 6MT ปี 2022,"765,000 บาท","Nissan Navara King Cab CALIBRE E 6MT รถปิกอัพไฮเทคไฟหน้า Quad-eye LED ข้างละ 4 ดวง ไฟท้าย LED กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.3 ลิตร DOHC แบบ 4 สูบแถวเรียง  ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,750 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 1,500 - 2,500 รอบต่อนาที เกียร์ธรรมดา 6 สปีด",Nissan,2298,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YS23DDT, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab Calibre E 6MT,Pickup
นิสสัน Nissan Navara King Cab E 6MT ปี 2022,"689,000 บาท","Nissan Navara King Cab 2020 รถปิกอัพไฮเทคไฟหน้า Halogen กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility นิสสัน นาวารา เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.5 ลิตร DOHC แบบ 4 สูบแถวเรียง ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,600 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 2,000 รอบต่อนาที เกียร์ 6 สปีด",Nissan,2488,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YD25DDTi, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab E 6MT,Pickup
นิสสัน Nissan Navara Single Cab SL 6MT 4WD ปี 2022,"659,000 บาท","Nissan Navara Single Cab SL 6MT 4WD รถกระบะที่กล้า…ท้าทายทุกงานหนัก ยืนหนึ่งด้วยการบรรทุกหนัก และความแข็งแกร่งทนทานทางเลือกสำหรับธุรกิจ พื้นที่ท้ายกระบะที่กว้างขวาง สามารถรองรับน้ำหนักได้ถึง 1,090 กิโลกรัม กว้างขวางสะดวกสบาย เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.5 ลิตร DOHC แบบ 4 สูบแถวเรียง ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,600 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 2,000 รอบต่อนาที เกียร์ 6 สปีด รองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20 พร้อมระบบขับเคลื่อนสี่ล้อ Shift On The Fly ขณะที่ความเร็วไม่เกิน 100 กม./ชม.",Nissan,2488,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , B7 , B10 , B20","YD25DDTi, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์กำลังสูงสุด 163 แรงม้า (Ps) และแรงบิด 403 นิวตัน-เมตร (Nm)",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนสี่ล้อ Part Time (Shift On The Fly),2022,Navara Single Cab SL 6MT 4WD,Pickup
นิสสัน Nissan Navara King Cab SL 6MT ปี 2022,"649,000 บาท","Nissan Navara King Cab รถปิกอัพไฮเทคไฟหน้า Halogen กระจังหน้ากันชนหน้าใหม่ ภายใต้แนวคิดของ Nissan Intelligent Mobility นิสสัน นาวารา เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.5 ลิตร DOHC แบบ 4 สูบแถวเรียง ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,600 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 2,000 รอบต่อนาที เกียร์ 6 สปีด",Nissan,2488,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , ไบโอดีเซล B20","YD25DDTi, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara King Cab SL 6MT,Pickup
นิสสัน Nissan Navara Single Cab SL 6MT ปี 2022,"595,000 บาท","Nissan Navara Single Cab SL 6MT รถกระบะที่กล้า…ท้าทายทุกงานหนัก ยืนหนึ่งด้วยการบรรทุกหนัก และความแข็งแกร่งทนทานทางเลือกสำหรับธุรกิจ พื้นที่ท้ายกระบะที่กว้างขวาง สามารถรองรับน้ำหนักได้ถึง 1,090 กิโลกรัม กว้างขวางสะดวกสบาย เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.5 ลิตร DOHC แบบ 4 สูบแถวเรียง ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,600 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 2,000 รอบต่อนาที เกียร์ 6 สปีด รองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2488,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , B7 , B10 , B20","YD25DDTi, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์กำลังสูงสุด 163 แรงม้า (Ps) และแรงบิด 403 นิวตัน-เมตร (Nm)",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนล้อหลัง,2022,Navara Single Cab SL 6MT,Pickup
นิสสัน Nissan Navara PRO-2X 2WD 7AT ปี 2021,"999,000 บาท","นิสสัน นาวารา ใหม่ มาพร้อมเครื่องยนต์รุ่น YS23DDTT ขนาด 2.3 ลิตร 4 สูบเรียง DOHC ทวินเทอร์โบ ให้พลังแรงสูงสุด 190 แรงม้า (Ps) และแรงบิด 450 นิวตัน-เมตร (Nm) ระบบเกียร์อัตโนมัติ 7 สปีด (7AT) พร้อมโหมดขับขี่แบบแมนนวล (M mode) ทำให้ได้ทั้งพละกำลังและสมรรถนะในการขับขี่ ที่ควบคู่ไปกับอัตราการสิ้นเปลืองน้ำมันที่ดียิ่งขึ้น โดยรองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20",Nissan,2298,190,เกียร์ออโต้ 7AT,"ดีเซล , B7 , B10 , B20",เครื่องยนต์ YS23DDTT เครื่องยนต์ดีเซล 4 สูบ แถวเรียง 16 วาล์ว เทอร์โบคู่แปรผัน (VGS) อินเตอร์คูลเลอร์,มี (พร้อม EBD และ BA),ขับเคลื่อนสี่ล้อ Part Time (พร้อม Shift-on-the-fly),2021,Navara PRO-2X 2WD 7AT,Pickup
นิสสัน Nissan Navara Single Cab SL 6MT 4WD ปี 2021,"649,000 บาท","Nissan Navara Single Cab SL 6MT 4WD รถกระบะที่กล้า…ท้าทายทุกงานหนัก ยืนหนึ่งด้วยการบรรทุกหนัก และความแข็งแกร่งทนทานทางเลือกสำหรับธุรกิจ พื้นที่ท้ายกระบะที่กว้างขวาง สามารถรองรับน้ำหนักได้ถึง 1,090 กิโลกรัม กว้างขวางสะดวกสบาย เครื่องยนต์ดีเซลเทอร์โบแปรผัน VGS ขนาด 2.5 ลิตร DOHC แบบ 4 สูบแถวเรียง ให้กำลังสูงสุดที่ 163 แรงม้า ที่ 3,600 รอบต่อนาที แรงบิดสูงสุดที่ 403 นิวตัน-เมตร ที่ 2,000 รอบต่อนาที เกียร์ 6 สปีด รองรับน้ำมันดีเซลทุกประเภททั้ง B7, B10 และ B20 พร้อมระบบขับเคลื่อนสี่ล้อ Shift On The Fly ขณะที่ความเร็วไม่เกิน 100 กม./ชม.",Nissan,2488,163,เกียร์ธรรมดา 6MT,"ดีเซล , ไบโอดีเซล B5 , B7 , B10 , B20","YD25DDTi, 4 สูบแถวเรียง DOHC 16 วาล์ว เทอร์โบแปรผัน VGS อินเตอร์คูลเลอร์กำลังสูงสุด 163 แรงม้า (Ps) และแรงบิด 403 นิวตัน-เมตร (Nm)",มี (พร้อมระบบกระจายแรงเบรค EBD และเสริมแรงเบรค BA),ขับเคลื่อนสี่ล้อ Part Time (Shift On The Fly),2021,Navara Single Cab SL 6MT 4WD,Pickup
